time,angle,vel_pc,vel_pt,total_count
550082,225,720,1125,17
550142,270,675,1308,17
550207,315,675,1171,17
550276,0,675,1004,18
550339,45,675,1171,18
550405,90,675,1102,18
550480,135,675,922,18
550543,180,675,1222,18
550610,225,675,1102,18
550672,270,675,1308,18
550735,315,675,1250,18
550804,0,675,986,19
550867,45,675,1171,19
550933,90,675,1081,19
551009,135,675,937,19
551071,180,675,1250,19
551139,225,675,1102,19
551199,270,675,1308,19
551264,315,675,1196,19
551333,0,675,969,20
551396,45,675,1222,20
551462,90,675,1061,20
551537,135,675,937,20
551601,180,675,1196,20
551668,225,675,1102,20
551730,270,675,1308,20
551792,315,675,1222,20
551862,0,675,986,21
551926,45,675,1147,21
551992,90,675,1102,21
552067,135,675,922,21
552130,180,675,1222,21
552198,225,675,1081,21
552257,270,675,1371,21
552323,315,675,1171,21
552392,0,675,986,22
552455,45,675,1196,22
552520,90,675,1102,22
552595,135,675,937,22
552658,180,675,1222,22
552726,225,675,1102,22
552786,270,675,1339,22
552850,315,675,1196,22
552920,0,675,969,23
552982,45,675,1196,23
553049,90,675,1061,23
553123,135,675,937,23
553187,180,675,1196,23
553253,225,675,1125,23
553315,270,675,1308,23
553379,315,675,1196,23
553456,0,675,827,24
553570,45,675,506,24
558887,0,0,-152,23
558944,315,0,-1480,23
559006,270,0,-1278,23
559060,225,0,-1654,23
559113,180,-180,-1814,23
559169,135,-180,-1480,23
559221,90,-180,-1607,23
559283,45,-180,-1250,23
559337,0,-180,-1480,22
559393,315,-180,-1520,22
559454,270,-180,-1308,22
559508,225,-180,-1607,22
559560,180,-180,-1757,22
559616,135,-180,-1562,22
559668,90,-180,-1654,22
559730,45,-180,-1222,22
559785,0,-180,-1442,21
559840,315,-180,-1607,21
559901,270,-180,-1278,21
559955,225,-180,-1607,21
560008,180,-180,-1757,21
560064,135,-180,-1520,21
560115,90,-810,-1654,21
560178,45,-810,-1196,21
560232,0,-810,-1442,20
560287,315,-810,-1607,20
560349,270,-810,-1278,20
560403,225,-810,-1607,20
560455,180,-810,-1757,20
560510,135,-810,-1520,20
560563,90,-810,-1654,20
560625,45,-810,-1196,20
560679,0,-810,-1442,19
560735,315,-810,-1607,19
560796,270,-810,-1308,19
560850,225,-810,-1607,19
560902,180,-810,-1757,19
560958,135,-810,-1520,19
561009,90,-810,-1704,19
561072,45,-810,-1196,19
561127,0,-810,-1480,18
561181,315,-810,-1654,18
561243,270,-810,-1250,18
561297,225,-810,-1607,18
561349,180,-810,-1814,18
561404,135,-810,-1562,18
561457,90,-810,-1704,18
561519,45,-810,-1171,18
561573,0,-810,-1480,17
561628,315,-810,-1607,17
561690,270,-810,-1250,17
561744,225,-810,-1607,17
561796,180,-810,-1814,17
561852,135,-810,-1520,17
561904,90,-810,-1654,17
561966,45,-810,-1222,17
562021,0,-810,-1442,16
562075,315,-810,-1607,16
562137,270,-810,-1278,16
562191,225,-810,-1654,16
562242,180,-810,-1814,16
562299,135,-810,-1480,16
562352,90,-810,-1607,16
562413,45,-810,-1222,16
562467,0,-810,-1480,15
562522,315,-810,-1607,15
562584,270,-810,-1250,15
562638,225,-810,-1607,15
562690,180,-810,-1814,15
562745,135,-810,-1520,15
562797,90,-810,-1654,15
562860,45,-810,-1196,15
562914,0,-810,-1480,14
562968,315,-810,-1562,14
563031,270,-810,-1278,14
563084,225,-810,-1654,14
563135,180,-810,-1814,14
563192,135,-810,-1480,14
563245,90,-810,-1607,14
563305,45,-810,-1250,14
563359,0,-810,-1480,13
563415,315,-810,-1562,13
563476,270,-810,-1278,13
563530,225,-810,-1654,13
563581,180,-810,-1814,13
563638,135,-810,-1480,13
563690,90,-810,-1654,13
563751,45,-810,-1222,13
563806,0,-810,-1480,12
563861,315,-810,-1562,12
563922,270,-810,-1308,12
563977,225,-810,-1654,12
564028,180,-810,-1814,12
564083,135,-810,-1562,12
564135,90,-810,-1654,12
564197,45,-810,-1222,12
564251,0,-810,-1480,11
564306,315,-810,-1607,11
564368,270,-810,-1278,11
564421,225,-810,-1654,11
564473,180,-810,-1757,11
564530,135,-810,-1520,11
564581,90,-810,-1654,11
564642,45,-810,-1222,11
564698,0,-810,-1442,10
564753,315,-810,-1607,10
564813,270,-810,-1308,10
564868,225,-810,-1654,10
564919,180,-810,-1757,10
564975,135,-810,-1520,10
565027,90,-810,-1607,10
565088,45,-810,-1278,10
565142,0,-810,-1480,9
565198,315,-810,-1562,9
565259,270,-810,-1308,9
565313,225,-810,-1654,9
565364,180,-810,-1814,9
565421,135,-810,-1480,9
565472,90,-810,-1704,9
565533,45,-810,-1222,9
565587,0,-810,-1442,8
565644,315,-810,-1562,8
565704,270,-810,-1308,8
565758,225,-810,-1654,8
565810,180,-810,-1814,8
565866,135,-810,-1520,8
565918,90,-810,-1654,8
565979,45,-810,-1222,8
566033,0,-810,-1480,7
566088,315,-810,-1562,7
566150,270,-810,-1278,7
566203,225,-810,-1654,7
566255,180,-810,-1814,7
566311,135,-810,-1520,7
566364,90,-810,-1654,7
566424,45,-810,-1278,7
566478,0,-810,-1442,6
566534,315,-810,-1562,6
566595,270,-810,-1308,6
566648,225,-810,-1607,6
566701,180,-810,-1814,6
566757,135,-810,-1520,6
566809,90,-810,-1654,6
566870,45,-810,-1250,6
566924,0,-810,-1480,5
566979,315,-810,-1520,5
567040,270,-810,-1308,5
567095,225,-765,-1607,5
567146,180,-765,-1814,5
567202,135,-765,-1520,5
567254,90,-765,-1704,5
567315,45,-765,-1250,5
567369,0,-765,-1442,4
567425,315,-765,-1607,4
567486,270,-765,-1278,4
567539,225,-765,-1654,4
567591,180,-765,-1757,4
567647,135,-765,-1520,4
567699,90,-765,-1704,4
567759,45,-765,-1250,4
567815,0,-765,-1442,3
567870,315,-765,-1607,3
567930,270,-765,-1308,3
567985,225,-765,-1607,3
568037,180,-765,-1814,3
568092,135,-810,-1520,3
568143,90,-810,-1704,3
568206,45,-810,-1222,3
568260,0,-810,-1442,2
568314,315,-810,-1607,2
568376,270,-810,-1308,2
568430,225,-810,-1607,2
568481,180,-810,-1814,2
568538,135,-810,-1520,2
568590,90,-810,-1704,2
568650,45,-810,-1250,2
568706,0,-810,-1406,1
568760,315,-810,-1607,1
568821,270,-810,-1308,1
568876,225,-810,-1607,1
568927,180,-810,-1814,1
568983,135,-810,-1520,1
569034,90,-810,-1704,1
569097,45,-810,-1196,1
569151,0,-810,-1480,0
569205,315,-810,-1654,0
569267,270,-810,-1278,0
569321,225,-810,-1654,0
569372,180,-810,-1814,0
569427,135,-810,-1520,0
569480,90,-810,-1654,0
569541,45,-810,-1250,0
569595,0,-810,-1442,-1
569650,315,-810,-1607,-1
569711,270,-810,-1308,-1
569765,225,-810,-1607,-1
569817,180,-810,-1814,-1
569873,135,-810,-1562,-1
569924,90,-810,-1654,-1
569987,45,-810,-1196,-1
570040,0,-810,-1520,-2
570094,315,-810,-1562,-2
570157,270,-810,-1278,-2
570211,225,-810,-1607,-2
570262,180,-810,-1814,-2
570317,135,-810,-1520,-2
570370,90,-810,-1704,-2
570431,45,-810,-1250,-2
570485,0,-810,-1442,-3
570540,315,-810,-1607,-3
570601,270,-810,-1278,-3
570655,225,-810,-1607,-3
570706,180,-810,-1814,-3
570763,135,-810,-1520,-3
570815,90,-810,-1654,-3
570876,45,-810,-1250,-3
570931,0,-810,-1442,-4
570985,315,-810,-1654,-4
571046,270,-810,-1278,-4
571101,225,-810,-1607,-4
571152,180,-810,-1814,-4
571207,135,-810,-1562,-4
571259,90,-810,-1654,-4
571322,45,-810,-1196,-4
571375,0,-810,-1480,-5
571429,315,-810,-1607,-5
571491,270,-810,-1278,-5
571545,225,-810,-1607,-5
571596,180,-810,-1875,-5
571653,135,-810,-1520,-5
571705,90,-810,-1654,-5
571766,45,-810,-1222,-5
571820,0,-810,-1480,-6
571875,315,-810,-1607,-6
571936,270,-810,-1278,-6
571990,225,-810,-1654,-6
572041,180,-810,-1757,-6
572097,135,-810,-1520,-6
572149,90,-810,-1654,-6
572211,45,-810,-1250,-6
572264,0,-810,-1480,-7
572319,315,-810,-1607,-7
572381,270,-810,-1308,-7
572435,225,-810,-1654,-7
572486,180,-810,-1814,-7
572542,135,-810,-1480,-7
572595,90,-810,-1654,-7
572655,45,-810,-1250,-7
572708,0,-810,-1480,-8
572765,315,-810,-1562,-8
572826,270,-810,-1308,-8
572879,225,-810,-1654,-8
572931,180,-810,-1814,-8
572987,135,-810,-1520,-8
573038,90,-810,-1704,-8
573100,45,-810,-1222,-8
573154,0,-810,-1480,-9
573208,315,-810,-1607,-9
573270,270,-810,-1308,-9
573324,225,-810,-1654,-9
573375,180,-810,-1757,-9
573431,135,-810,-1520,-9
573484,90,-810,-1654,-9
573544,45,-810,-1278,-9
573598,0,-810,-1480,-10
573654,315,-810,-1520,-10
573714,270,-810,-1308,-10
573768,225,-810,-1654,-10
573819,180,-810,-1757,-10
573876,135,-810,-1520,-10
573928,90,-810,-1654,-10
573988,45,-810,-1250,-10
574043,0,-810,-1480,-11
574098,315,-810,-1562,-11
574159,270,-810,-1308,-11
574213,225,-810,-1654,-11
574265,180,-810,-1757,-11
574321,135,-810,-1520,-11
574372,90,-810,-1704,-11
574434,45,-810,-1222,-11
574487,0,-810,-1480,-12
574543,315,-810,-1520,-12
574604,270,-810,-1308,-12
574658,225,-810,-1654,-12
574709,180,-810,-1814,-12
574766,135,-810,-1480,-12
574818,90,-810,-1654,-12
574878,45,-810,-1278,-12
574934,0,-810,-1406,-13
574988,315,-810,-1607,-13
575048,270,-810,-1308,-13
575102,225,-810,-1654,-13
575154,180,-810,-1814,-13
575210,135,-810,-1520,-13
575261,90,-810,-1654,-13
575323,45,-810,-1250,-13
575378,0,-810,-1442,-14
575432,315,-810,-1607,-14
575494,270,-810,-1308,-14
575547,225,-810,-1607,-14
575599,180,-810,-1814,-14
575654,135,-810,-1520,-14
575707,90,-810,-1654,-14
575768,45,-810,-1250,-14
575822,0,-810,-1442,-15
575877,315,-810,-1562,-15
575938,270,-810,-1308,-15
575992,225,-810,-1607,-15
576044,180,-810,-1814,-15
576100,135,-810,-1520,-15
576151,90,-810,-1704,-15
576214,45,-810,-1196,-15
576267,0,-810,-1480,-16
576321,315,-810,-1654,-16
576382,270,-810,-1278,-16
576437,225,-810,-1607,-16
576489,180,-810,-1814,-16
576544,135,-810,-1520,-16
576595,90,-810,-1704,-16
576658,45,-810,-1222,-16
576712,0,-810,-1406,-17
576766,315,-810,-1654,-17
576827,270,-810,-1308,-17
576882,225,-810,-1562,-17
576933,180,-810,-1814,-17
576989,135,-810,-1520,-17
577041,90,-810,-1654,-17
577102,45,-810,-1250,-17
577157,0,-810,-1442,-18
577211,315,-810,-1607,-18
577272,270,-810,-1278,-18
577327,225,-810,-1654,-18
577378,180,-810,-1757,-18
577433,135,-810,-1562,-18
577485,90,-810,-1704,-18
577548,45,-810,-1222,-18
577601,0,-810,-1480,-19
577656,315,-810,-1607,-19
577717,270,-810,-1278,-19
577771,225,-810,-1654,-19
577822,180,-810,-1814,-19
577879,135,-810,-1520,-19
577931,90,-810,-1654,-19
577991,45,-810,-1250,-19
578045,0,-810,-1480,-20
578101,315,-810,-1562,-20
578161,270,-810,-1308,-20
578216,225,-810,-1607,-20
578267,180,-810,-1814,-20
578323,135,-810,-1520,-20
578374,90,-810,-1704,-20
578437,45,-810,-1196,-20
578491,0,-810,-1480,-21
578545,315,-810,-1654,-21
578607,270,-810,-1278,-21
578661,225,-810,-1654,-21
578712,180,-810,-1814,-21
578767,135,-810,-1562,-21
578820,90,-810,-1704,-21
578881,45,-810,-1196,-21
578935,0,-810,-1480,-22
578990,315,-810,-1607,-22
579051,270,-810,-1278,-22
579105,225,-810,-1607,-22
579156,180,-810,-1875,-22
579213,135,-810,-1480,-22
579265,90,-810,-1654,-22
579326,45,-810,-1222,-22
579380,0,-810,-1480,-23
579434,315,-810,-1607,-23
579495,270,-810,-1278,-23
579550,225,-810,-1654,-23
579601,180,-810,-1814,-23
579657,135,-810,-1520,-23
579709,90,-810,-1654,-23
579770,45,-810,-1250,-23
579824,0,-810,-1480,-24
579879,315,-810,-1562,-24
579941,270,-810,-1308,-24
579994,225,-810,-1654,-24
580045,180,-810,-1814,-24
580102,135,-810,-1520,-24
580154,90,-810,-1607,-24
580215,45,-810,-1250,-24
580269,0,-810,-1520,-25
580324,315,-810,-1607,-25
580385,270,-810,-1250,-25
580439,225,-810,-1704,-25
580490,180,-810,-1757,-25
580546,135,-810,-1562,-25
580597,90,-810,-1654,-25
580660,45,-810,-1222,-25
580713,0,-810,-1480,-26
580768,315,-810,-1607,-26
580830,270,-810,-1278,-26
580883,225,-810,-1654,-26
580934,180,-810,-1814,-26
580990,135,-810,-1520,-26
581043,90,-810,-1654,-26
581104,45,-810,-1250,-26
581157,0,-810,-1480,-27
581213,315,-810,-1562,-27
581274,270,-810,-1308,-27
581327,225,-810,-1654,-27
581379,180,-810,-1757,-27
581435,135,-810,-1520,-27
581487,90,-810,-1654,-27
581549,45,-810,-1250,-27
581603,0,-810,-1480,-28
581657,315,-810,-1562,-28
581719,270,-810,-1308,-28
581772,225,-810,-1704,-28
581823,180,-810,-1757,-28
581880,135,-810,-1520,-28
581932,90,-810,-1704,-28
581993,45,-810,-1278,-28
582046,0,-810,-1480,-29
582102,315,-810,-1562,-29
582163,270,-810,-1308,-29
582216,225,-810,-1654,-29
582268,180,-810,-1757,-29
582325,135,-810,-1520,-29
582376,90,-810,-1704,-29
582436,45,-810,-1250,-29
582492,0,-810,-1442,-30
582546,315,-810,-1562,-30
582607,270,-810,-1308,-30
582661,225,-810,-1654,-30
582713,180,-810,-1814,-30
582769,135,-810,-1520,-30
582820,90,-810,-1654,-30
582882,45,-810,-1250,-30
582935,0,-810,-1480,-31
582990,315,-810,-1607,-31
583052,270,-810,-1308,-31
583105,225,-810,-1654,-31
583156,180,-810,-1814,-31
583213,135,-810,-1480,-31
583265,90,-810,-1654,-31
583325,45,-810,-1278,-31
583380,0,-810,-1406,-32
583435,315,-810,-1607,-32
583496,270,-810,-1308,-32
583549,225,-810,-1607,-32
583602,180,-810,-1814,-32
583658,135,-810,-1520,-32
583709,90,-810,-1654,-32
583771,45,-810,-1250,-32
583824,0,-810,-1480,-33
583879,315,-810,-1520,-33
583941,270,-810,-1308,-33
583994,225,-810,-1654,-33
584046,180,-810,-1757,-33
584101,135,-810,-1562,-33
584153,90,-810,-1654,-33
584215,45,-810,-1250,-33
584268,0,-810,-1480,-34
584324,315,-810,-1562,-34
584384,270,-810,-1308,-34
584439,225,-810,-1607,-34
584491,180,-810,-1814,-34
584547,135,-810,-1520,-34
584597,90,-810,-1704,-34
584658,45,-810,-1222,-34
584714,0,-810,-1442,-35
584768,315,-810,-1654,-35
584829,270,-810,-1278,-35
584883,225,-810,-1654,-35
584935,180,-810,-1814,-35
584990,135,-810,-1562,-35
585041,90,-810,-1704,-35
585104,45,-810,-1196,-35
585158,0,-810,-1480,-36
585212,315,-810,-1562,-36
585274,270,-810,-1308,-36
585327,225,-810,-1607,-36
585378,180,-810,-1814,-36
585435,135,-810,-1520,-36
585487,90,-810,-1704,-36
585547,45,-810,-1278,-36
585603,0,-810,-1442,-37
585657,315,-810,-1607,-37
585718,270,-810,-1308,-37
585773,225,-810,-1607,-37
585824,180,-810,-1814,-37
585879,135,-810,-1520,-37
585931,90,-810,-1704,-37
585993,45,-810,-1250,-37
586047,0,-810,-1442,-38
586101,315,-810,-1654,-38
586163,270,-810,-1278,-38
586217,225,-810,-1607,-38
586268,180,-810,-1814,-38
586323,135,-810,-1520,-38
586376,90,-810,-1654,-38
586436,45,-810,-1250,-38
586490,0,-810,-1480,-39
586546,315,-810,-1607,-39
586606,270,-810,-1308,-39
586661,225,-810,-1607,-39
586713,180,-810,-1814,-39
586768,135,-810,-1520,-39
586820,90,-810,-1654,-39
586882,45,-810,-1250,-39
586936,0,-810,-1442,-40
586990,315,-810,-1654,-40
587052,270,-810,-1278,-40
587106,225,-810,-1654,-40
587156,180,-810,-1814,-40
587212,135,-810,-1520,-40
587265,90,-810,-1654,-40
587326,45,-810,-1250,-40
587379,0,-810,-1480,-41
587435,315,-810,-1607,-41
587495,270,-810,-1308,-41
587550,225,-810,-1562,-41
587600,180,-810,-1875,-41
587657,135,-810,-1520,-41
587709,90,-810,-1654,-41
587770,45,-810,-1222,-41
587825,0,-810,-1480,-42
587879,315,-810,-1562,-42
587940,270,-810,-1278,-42
587995,225,-810,-1654,-42
588046,180,-810,-1814,-42
588101,135,-810,-1520,-42
588153,90,-810,-1704,-42
588215,45,-810,-1196,-42
588269,0,-810,-1480,-43
588323,315,-810,-1607,-43
588385,270,-810,-1278,-43
588439,225,-810,-1654,-43
588489,180,-810,-1875,-43
588547,135,-810,-1480,-43
588599,90,-810,-1654,-43
588659,45,-810,-1278,-43
588712,0,-810,-1480,-44
588768,315,-810,-1562,-44
588829,270,-810,-1278,-44
588883,225,-810,-1654,-44
588935,180,-810,-1875,-44
588990,135,-810,-1520,-44
589042,90,-810,-1654,-44
589104,45,-810,-1250,-44
589157,0,-810,-1480,-45
589212,315,-810,-1562,-45
589274,270,-810,-1278,-45
589328,225,-810,-1654,-45
589379,180,-810,-1814,-45
589435,135,-810,-1520,-45
589487,90,-810,-1654,-45
589548,45,-810,-1250,-45
589602,0,-810,-1480,-46
589658,315,-810,-1607,-46
589718,270,-810,-1278,-46
589771,225,-810,-1704,-46
589824,180,-810,-1757,-46
589879,135,-810,-1520,-46
589931,90,-810,-1704,-46
589992,45,-810,-1250,-46
590047,0,-810,-1442,-47
590102,315,-810,-1562,-47
590162,270,-810,-1308,-47
590217,225,-810,-1654,-47
590268,180,-810,-1814,-47
590324,135,-810,-1520,-47
590375,90,-810,-1704,-47
590437,45,-810,-1250,-47
590490,0,-810,-1442,-48
590546,315,-810,-1562,-48
590607,270,-810,-1339,-48
590661,225,-810,-1607,-48
590712,180,-810,-1814,-48
590769,135,-810,-1520,-48
590821,90,-810,-1654,-48
590881,45,-810,-1250,-48
590935,0,-810,-1480,-49
590991,315,-810,-1520,-49
591051,270,-810,-1308,-49
591106,225,-810,-1654,-49
591157,180,-810,-1757,-49
591213,135,-810,-1520,-49
591264,90,-810,-1704,-49
591326,45,-810,-1250,-49
591380,0,-810,-1480,-50
591435,315,-810,-1520,-50
591496,270,-810,-1339,-50
591550,225,-810,-1654,-50
591601,180,-810,-1814,-50
591657,135,-810,-1480,-50
591710,90,-810,-1704,-50
591770,45,-810,-1278,-50
591825,0,-810,-1406,-51
591880,315,-810,-1607,-51
591941,270,-810,-1308,-51
591994,225,-810,-1654,-51
592046,180,-810,-1757,-51
592102,135,-810,-1520,-51
592154,90,-810,-1704,-51
592215,45,-810,-1278,-51
592269,0,-810,-1442,-52
592324,315,-810,-1562,-52
592386,270,-810,-1308,-52
592439,225,-810,-1654,-52
592491,180,-810,-1757,-52
592546,135,-810,-1520,-52
592599,90,-810,-1704,-52
592659,45,-810,-1250,-52
592714,0,-810,-1442,-53
592769,315,-810,-1607,-53
592830,270,-810,-1308,-53
592883,225,-810,-1607,-53
592935,180,-810,-1814,-53
592991,135,-810,-1520,-53
593042,90,-810,-1704,-53
593103,45,-810,-1222,-53
593159,0,-810,-1442,-54
593213,315,-810,-1654,-54
593274,270,-810,-1278,-54
593328,225,-810,-1654,-54
593380,180,-810,-1757,-54
593435,135,-810,-1562,-54
593486,90,-810,-1704,-54
593548,45,-810,-1222,-54
593603,0,-810,-1406,-55
593656,315,-810,-1654,-55
593718,270,-810,-1278,-55
593772,225,-810,-1654,-55
593823,180,-810,-1814,-55
593880,135,-810,-1520,-55
593932,90,-810,-1704,-55
593992,45,-810,-1250,-55
594046,0,-810,-1480,-56
594101,315,-810,-1562,-56
594162,270,-810,-1339,-56
594216,225,-810,-1607,-56
594268,180,-810,-1814,-56
594323,135,-810,-1562,-56
594375,90,-810,-1654,-56
594437,45,-810,-1222,-56
594491,0,-810,-1442,-57
594545,315,-810,-1607,-57
594607,270,-810,-1308,-57
594661,225,-810,-1607,-57
594711,180,-810,-1875,-57
594767,135,-810,-1562,-57
594819,90,-810,-1654,-57
594880,45,-810,-1250,-57
594934,0,-810,-1480,-58
594989,315,-810,-1654,-58
595050,270,-810,-1308,-58
595104,225,-810,-1607,-58
595155,180,-810,-1875,-58
595212,135,-810,-1520,-58
595263,90,-810,-1654,-58
595324,45,-810,-1250,-58
595379,0,-810,-1442,-59
595433,315,-810,-1654,-59
595494,270,-810,-1278,-59
595548,225,-810,-1654,-59
595599,180,-810,-1814,-59
595655,135,-810,-1520,-59
595706,90,-810,-1704,-59
595768,45,-810,-1222,-59
595822,0,-810,-1442,-60
595876,315,-810,-1654,-60
595938,270,-810,-1308,-60
595992,225,-810,-1607,-60
596042,180,-810,-1875,-60
596099,135,-810,-1520,-60
596151,90,-810,-1654,-60
596212,45,-810,-1250,-60
596265,0,-810,-1480,-61
596321,315,-810,-1562,-61
596382,270,-810,-1278,-61
596435,225,-810,-1704,-61
596487,180,-810,-1814,-61
596543,135,-810,-1562,-61
596594,90,-810,-1654,-61
596656,45,-810,-1222,-61
596710,0,-810,-1480,-62
596764,315,-810,-1607,-62
596826,270,-810,-1308,-62
596880,225,-810,-1607,-62
596931,180,-810,-1875,-62
596986,135,-810,-1520,-62
597039,90,-810,-1654,-62
597100,45,-810,-1250,-62
597153,0,-810,-1480,-63
597209,315,-810,-1562,-63
597270,270,-810,-1278,-63
597323,225,-810,-1704,-63
597374,180,-810,-1814,-63
597431,135,-810,-1480,-63
597483,90,-810,-1654,-63
597544,45,-810,-1250,-63
597598,0,-810,-1520,-64
597653,315,-810,-1562,-64
597714,270,-810,-1308,-64
597768,225,-810,-1607,-64
597819,180,-810,-1875,-64
597875,135,-810,-1520,-64
597927,90,-810,-1654,-64
597988,45,-810,-1278,-64
598042,0,-810,-1480,-65
598097,315,-810,-1562,-65
598158,270,-810,-1278,-65
598212,225,-810,-1704,-65
598263,180,-810,-1757,-65
598320,135,-810,-1520,-65
598371,90,-810,-1704,-65
598432,45,-810,-1278,-65
598487,0,-810,-1442,-66
598541,315,-810,-1607,-66
598602,270,-811,-1308,-66
598656,225,-810,-1704,-66
598707,180,-810,-1757,-66
598763,135,-810,-1520,-66
598815,90,-810,-1704,-66
598876,45,-810,-1278,-66
598930,0,-810,-1480,-67
598985,315,-810,-1562,-67
599046,270,-810,-1308,-67
599100,225,-810,-1654,-67
599151,180,-810,-1814,-67
599207,135,-810,-1480,-67
599259,90,-810,-1704,-67
599319,45,-810,-1308,-67
599374,0,-810,-1406,-68
599429,315,-810,-1654,-68
599490,270,-810,-1278,-68
599543,225,-810,-1704,-68
599595,180,-810,-1757,-68
599651,135,-810,-1520,-68
599702,90,-810,-1704,-68
599763,45,-810,-1278,-68
599818,0,-810,-1442,-69
599873,315,-810,-1607,-69
599933,270,-810,-1308,-69
599987,225,-810,-1654,-69
600039,180,-810,-1757,-69
600095,135,-855,-1520,-69
600146,90,-855,-1654,-69
600207,45,-855,-1278,-69
600261,0,-855,-1442,-70
600316,315,-855,-1562,-70
600377,270,-855,-1308,-70
600431,225,-855,-1654,-70
600482,180,-855,-1757,-70
600539,135,-855,-1520,-70
600590,90,-855,-1704,-70
600650,45,-855,-1250,-70
600706,0,-855,-1442,-71
600760,315,-855,-1654,-71
600821,270,-855,-1308,-71
600875,225,-855,-1654,-71
600927,180,-855,-1757,-71
600982,135,-855,-1562,-71
601034,90,-855,-1654,-71
601095,45,-855,-1250,-71
601149,0,-810,-1442,-72
601204,315,-810,-1562,-72
601265,270,-810,-1339,-72
601319,225,-810,-1607,-72
601370,180,-810,-1814,-72
601426,135,-810,-1520,-72
601478,90,-810,-1757,-72
601539,45,-810,-1222,-72
601594,0,-810,-1442,-73
601648,315,-810,-1654,-73
601708,270,-810,-1308,-73
601762,225,-810,-1607,-73
601815,180,-810,-1814,-73
601870,135,-810,-1562,-73
601921,90,-810,-1704,-73
601982,45,-810,-1222,-73
602038,0,-810,-1442,-74
602091,315,-810,-1607,-74
602152,270,-810,-1308,-74
602207,225,-810,-1654,-74
602258,180,-810,-1875,-74
602313,135,-810,-1562,-74
602365,90,-810,-1654,-74
602426,45,-810,-1250,-74
602480,0,-810,-1442,-75
602535,315,-810,-1607,-75
602596,270,-810,-1308,-75
602650,225,-810,-1607,-75
602701,180,-810,-1814,-75
602758,135,-810,-1520,-75
602810,90,-810,-1654,-75
602870,45,-810,-1250,-75
602925,0,-810,-1480,-76
602979,315,-810,-1562,-76
603040,270,-810,-1308,-76
603094,225,-810,-1607,-76
603145,180,-810,-1814,-76
603201,135,-810,-1562,-76
603252,90,-810,-1704,-76
603314,45,-810,-1250,-76
603368,0,-810,-1442,-77
603422,315,-810,-1654,-77
603484,270,-810,-1278,-77
603538,225,-810,-1654,-77
603588,180,-810,-1814,-77
603644,135,-810,-1520,-77
603697,90,-810,-1654,-77
603758,45,-810,-1222,-77
603812,0,-810,-1480,-78
603866,315,-810,-1654,-78
603927,270,-810,-1278,-78
603981,225,-810,-1607,-78
604033,180,-810,-1814,-78
604088,135,-810,-1562,-78
604140,90,-810,-1654,-78
604201,45,-810,-1222,-78
604256,0,-810,-1480,-79
604310,315,-810,-1607,-79
604371,270,-810,-1278,-79
604425,225,-810,-1654,-79
604476,180,-810,-1814,-79
604532,135,-810,-1520,-79
604584,90,-810,-1654,-79
604645,45,-810,-1250,-79
604699,0,-810,-1480,-80
604753,315,-810,-1654,-80
604815,270,-810,-1278,-80
604868,225,-810,-1607,-80
604919,180,-810,-1875,-80
604976,135,-810,-1562,-80
605027,90,-810,-1704,-80
605089,45,-810,-1222,-80
605143,0,-810,-1480,-81
605197,315,-810,-1607,-81
605259,270,-810,-1278,-81
605313,225,-810,-1654,-81
605364,180,-810,-1814,-81
605419,135,-810,-1520,-81
605471,90,-810,-1654,-81
605532,45,-810,-1250,-81
605586,0,-810,-1480,-82
605641,315,-810,-1607,-82
605702,270,-810,-1308,-82
605756,225,-810,-1654,-82
605807,180,-810,-1814,-82
605863,135,-810,-1480,-82
605915,90,-810,-1704,-82
605975,45,-810,-1278,-82
606029,0,-810,-1480,-83
606085,315,-810,-1562,-83
606145,270,-810,-1308,-83
606198,225,-810,-1654,-83
606251,180,-810,-1814,-83
606306,135,-810,-1520,-83
606357,90,-810,-1704,-83
606418,45,-810,-1250,-83
606473,0,-810,-1442,-84
606527,315,-810,-1607,-84
606588,270,-810,-1308,-84
606642,225,-810,-1654,-84
606693,180,-810,-1814,-84
606749,135,-810,-1480,-84
606801,90,-810,-1704,-84
606862,45,-810,-1250,-84
606915,0,-810,-1480,-85
606970,315,-810,-1562,-85
607032,270,-810,-1308,-85
607085,225,-810,-1654,-85
607136,180,-810,-1814,-85
607193,135,-810,-1520,-85
607244,90,-810,-1704,-85
607305,45,-810,-1250,-85
607360,0,-810,-1442,-86
607415,315,-810,-1562,-86
607475,270,-810,-1339,-86
607528,225,-810,-1654,-86
607581,180,-810,-1814,-86
607637,135,-810,-1520,-86
607688,90,-810,-1704,-86
607749,45,-810,-1278,-86
607803,0,-810,-1442,-87
607858,315,-810,-1562,-87
607919,270,-810,-1308,-87
607973,225,-810,-1654,-87
608024,180,-810,-1814,-87
608080,135,-810,-1480,-87
608133,90,-810,-1654,-87
608193,45,-810,-1278,-87
608246,0,-810,-1520,-88
608302,315,-810,-1562,-88
608363,270,-810,-1308,-88
608416,225,-810,-1654,-88
608467,180,-810,-1814,-88
608524,135,-810,-1520,-88
608576,90,-810,-1654,-88
608636,45,-810,-1278,-88
608690,0,-810,-1480,-89
608746,315,-810,-1562,-89
608806,270,-810,-1308,-89
608860,225,-810,-1654,-89
608911,180,-810,-1814,-89
608967,135,-810,-1520,-89
609019,90,-810,-1704,-89
